content,score
Sangat cocok untuk pemula yang mau nyoba bermain saham tapi minim dana dan takut resiko. Install yukk jangan lupa untuk masukkan kode referall supaya dapat cashback 25.000 untuk top up pertama Kode referall : cobadulusaja Semoga bermanfaat,4
Untuk bibit tolong di tambah kan lagi deposit Lewat apk dana dan penarikan nya ke apk dana. Agar mempermudah saya yg tidak punya KTP dan ATM .masa harus minjam ke orang lainkan. Saya ragu tolong bibit,1
"Pertama kali pakai bibit itu mudah banget untukku. Sempet ragu, tp saat udh dicoba menyenangkan kok. Udah hampir 3tahun pake bibit. Reksadananya yg dipilih bibit juga bagus rata² kinerjanya. Udah pernah cairin uang di bibit lancar, kalau pencairan menunggu itu wajar sih kan memang regulasi nya begitu gaes 👍🏻 Bagi temen-temen yang mau daftar bibit, bisa nih masukin KODE : panen .Untuk dapat cashback 25k. Selamat mencoba temen².",5
"Kecewa min, padahal saya ingin belajar berinvestasi ingin menabung untuk masa depan saya, untuk membantu perekonomian orang2 di sekitar saya, cuma gara2 saya ga punya ktp karena saya juga masih pelajar SMA, seharusnya dan masukan dari saya supaya pelajar juga bisa belajar berinvestasi dan dapat membantu perekonomian keluarga nya, semoga dapat ditingkat kan lagi agar para pelajar bisa berinvestasi walaupun blm punya ktp dan masih ada KARTU Pelajar, Pasti bia min! Ayo ayo Tingkatkannnnn",5
"Kenapa bibit sayang gak bisa login..kata mesin lagi d upgred/ada baut yg lepas,padahal semlm udah registrasi.. Udah investasi 200rb .. Tolong dong admin.. Sementara saya kasih bintang 1 dulu",1
"Saya menabung total 400ribu, sy tarik 300ribu. Yg cair 263.577, hampir 37ribu dikatakan sbg biaya admin dll, tapi tidak dijelaskan rinciannya sejak awal. Kalaupun dikirim dari 3 bank yg berbeda biaya admin 3x6.500 = 19.500. Menurut sy biaya adminnya sangat mahal, dan merugikan utk sy. Apalagi tabungan ini sdh 1 tahun lamanya dan tidak ada penambahan laba yg ada rugi.. lbh baik masukkan ke seabank saja spy dapat bunga harian 🙂",1
"Pengalaman pakai.. loss.. rugi 2x.. akhirnya sy tarik.. pas penarikan, nunggu jualnya 7 hari.. nunggu lagi untuk ditransfer 7 hari lg.. total 14 hari.. pas lg butuh uangnya malah mbleset dari itungan.. dan sekarang sy sedang menunggu untuk ditransfer.. hari ke 9.. smg gak lebih dr 14 hari",1
Aplikasi ini bagus buat yang pemula kayak saya... Tambahkan kode referal = sahamuntung untuk dapetin 25 k saat investasi diawal...,5
"Pencairannya lama sekali berhari hari. Kapok investasi dibibit. Pencairannya lama sekali gk seperti diaplikasi yang lain... Padahal hany a beberapa ribu saja, bagaimana klo sampek jutaan lama sekali. Males, gk rekomend",1
Aplikasi ny lemot. Berat untk di buka. Aplikasi yg lain langsung bisa masuk. Bibit sampai lama. Mau kembali juga lama.,1
"Aplikasi yang sangat bagus khususnya buat pemula, dengan metode pembayaran yang lumayan simpel, juga admin yang responden. Terima kasih BIBIT🙏",5
"masak mau nabung rutin metode pembayaran nya lewat gojk atau bank j#go .sedangkan beli bisa pakek apa aja , males daftar2 bang jag# gak masuk2 banyak peraturan .maaf ya kalau kata2 saya menyingung beberapa pihak cuman sekedar masukan",1
tampilan sederhana mudah dimengerti. mudah juga proses penarikan. biaya murah. semoga terus seperti ini ke depannya.,5
Jujur saya nyesel download apk ini . Pembelian nya cepet penjualan nya salam nya minta ampun mau sampe ke rekening aja banyak derama harus nunggu sampe berlumut ..... Buat kalian yang mau download di pikir kan dulu sebelum download dan nabung di apk ini,1
"Saya kasih bintang 5 walaupun aplikasi ini masih banyak kekurangannya, nyesel lohbkalian jika tidak investasi disini dan untuk kalian yg baru saja bergabung biaa menggunakan kode raferal yang tertera di judul ulasan supaya cepat acc dan bisa dapat bonus yg banyak. Cukup mudah investasi disini karena syaratnya gak ribet dan untuk kta berinvestasi disini juga gak perlu mudal besar, cukup dengan modal 30 rbu kita sudah bisa investasi di aplikasi bibit loh",5
"Tes beli rutin, skrng2 ini masih lancar, tp masih ada kendala, waktu proses nya 2hari kerja, kalau bisa 1hari kerja. masukan: Hari senin beli dan hari selasa masuk. Dan hari selasanya juga bisa dilihat harga lagi turun apa naik.",5
udah mulai investasi dikit dikit. Ga ada pengalaman sih. tapi semoga rekomendasi Bibit emang yang bagus ya. baru belajar investasi reksadana. so far aplikasinya kece banget. aku suka,5
"Pesan saya untuk pemula yang masih ragu, jadi di bibit ini lebih tepatnya nabung dengan jangka waktu yang lama, nah sembari nabung kalian dapat dua kemungkinan yaitu untung atau rugi. Jadi usahakan kalian pakai uang yang tidak terlalu penting buat kamu gunakan. Jadi sembari nabung dapat keuntungan, kalau misalnya rugi ya tarik aja langsung Kurang lebihnya begitu (Ini pendapat saya)",5
"Sudah coba dan keren.. baru seminggu sudah keliatan keuntungannya.. masukan code reveral ( fannia ), agar dapat cashback 25 ribu saat pendaftaran ya.. Selamat menabung..",5
"Alhamdulillah Aplikasi nya sangat bagus dan mudah dipahami. Terimakasih, lanjutkan & kembangkan teru prpgres bibit unggul",5
"Sebenernya aplilasi nya udah bagus tapi untuk verifikasi pembelian,dan pencairan itu minimal 1×24 jam karena kalo kelamaan ya orang jadi badmood",3
Dari yg sy baca ulasannya ga ada yg mengejutkan hasilnya malah kebanyakn zonk atau rugi untungnya kebiasaan membaca terlebih dulu masih sy pakai sampai skrng jadi lebih hati² lagi niat mau inves buat nambah penghasilan eh malah apes jangan coba2 deh kalau yg penghasilannya minim,1
"Bingung dengan transaksi yang saya lakukan sendiri, namun cs sangat professional menjelaskan sesuai prosedur sampai saya paham, Terimakasih atas pelayanannya, Team cs bibit mantap👍🏻",5
Cocok bagi anda yang pemula dan ingin berinvestasi jangka panjang. Transaksi mudah. Tampilan oke.,5
APERD kaum millenial.. bagi pemula yg mau invest sangat dimudahkan.. top up bisa pake gopay dan va permata.. pilihan reksadananya jg bagus2 dan gak terlalu banyak.. maju terus bersama bibit.. tks ya,5
"Layanan servis nya mantap cepat jawabnya, mau investasi juga mudah, mau transaksi juga mudah, data² nya juga mudah di pahami intinya This is the best",5
"Alhamdulilah saya baru belajar investasi di bibit, aplikasi ini sangat mudah di pahami dan mudah mudahan aman, semoga bibit makin maju terus agar penguna tidak merasa kecewa.",5
maaf ya aku make aja susah banget buat daftar asli udh ganti akun nomor dll ga bisa masuk terus menerus udah oenah nyoba juga di tahun lalu kirain tahun ini bisa ternyata sama aja,1
"Mudah, otomatis... Isi saldo dan tarik saldo mudah dan terpercaya.",5
Tadinya mau coba inves karna rugi uang saya klo letak d bank lama2...liat2 d ytb tentang bibit...kelitannya bagus..tapi pas stlh baca COMENNNNNN tentang aplikasinya lambat cair aplikasi error dll....saya jadi ragu..😅 tadinya mau coba inves 160 jt..tpi gk jadi deh mending inves k emas aja..🙏,1
App x sngat keren mudah dipahami cocok bget buat pemula. Design simple dan rgan pokoknya apox mntap rekomen bget 👍👍,5
Aplikasi yg keren untuk yg mau belajar berinvestasi tapi sayang setiap pembelian harus di bagi 3 kali transfer dan itu tidak banyak pilihan bank semoga segera di perbaiki,4
Aplikasi investasi yg lumayan gampang untuk dipakai tapi masih ada kekurangan nya seperti transfer bank yg sangat lama di respon,3
Nggak jelas sumpah. Padahal jaringan DATA BAGUS COBA PAKE WIFI sama aja gkk bisa upload data diri.,2
Maaf saya beri bintang satu sebab pencarian dana sangat lama sekali dan tidak bisa untuk kebutuhan mendadak .......saya sungguh sangat kecewa dengan bibit......dan sepertinya saya jadi ragu dengan bibit,1
"Saya pemula, baru ikut 1 bulan😄 Cobain transaksi beli.. cukup mudah, proses 2 hari (bayar pake Gopay lebih praktis) Cobain transaksi jual ... mudah juga, Proses 2 hari langsung masuk rekening, kena potong biaya transfer 5rb Kalau dana cuma 100rb ya ga berasa untung/ruginya 😄 Minimal 5jt deh. Chat bantuan dengan admin baik dan fast respon. Sejauh ini Bibit bisa dipercaya. Cocok buat pemula yang masih amatir. Tapi kudu sabaaarrrrrrrr, naik turun pendapatan jangan diliatin tiap hari bro... stress",5
investasi yang gak ribet dan transaksi elektronik yang mudah. Bagus untuk yg masih pemula dan yg masih muda. minimal untuk main di sini terjangkau cuma 500 rbu.,5
"Sangat di sayangkan, untuk masalah penarikan, lama sekali, capek nunggu .. penarikan cuman 160rb sudah 1 minggu belum di TF juga . .gak recommended ini apk.. mending ke apk sebelah aja",1
"Sudah bagus cuma mengingatkan saja lebih ditingkatkan lagi keamanannya karena sebagai pengguna tetap ada ketakutan tentang kejahatan cyber, min sekedar saran coba ditambah lagi jenis reksadananya sperti syailendra pendapatan tetap premium pasti lebih menarik lagi",5
Maaf saya pengguna dari tahun 2020. Dan memutuskan kita udahan dulu. Layanan berubah semua kena biaya. Yg padahal keuntungan juga g seberapa klo nabung2. Terima kasih pernah menemani menabung 100juta pertama.,1
"Aplikasi bibit ga bisa di buka,uda coba install ulang masih tetep ga bisa Setelah beberapa hari akhirnya saya dapet email bantuan dari pihak bibit, sekarang sudah bisa di buka lagi.",4
"Beberapa hari ini (26 Maret 2024) hanya bisa lihat loading-page doang. Buka aplikasi ditunggu sampai ketiduran enggak kelar-kelar. Buka YouTube lancar, ini kok enggak? App 3.77.1, Android 11, Nokia 5.3.",1
"Alhamdulillah akhirnya punya tabungan juga, kalau kalian ingin mencoba aplikasi nabung jitu ini dan dapatkan cashback senilai 25.000 bisa pakai kode refferal ku ini lhooo "" nabungduluajabro """,5
"Cara aktivasi kodex sdh brp kali di cb malah muncul terus ""The request was made but no response was received"" padahal kode yg dikirimkan via no.Hp/wa dan email sdh cocok.",1
"Apk ini ga bagus, karena gada catatan riwayat hasil penjualan. Jadi kita tidak tau kapan aset yg kita jual laku dan dana nya kapan baru bisa mutasi ke rekening",1
Eh gobloknya aku.. Download apk ini tanpa baca Komen di bawah.. Komen banyak yg negatif jadi takut untuk melangkah lebih jauh di apk ini.. Alhasil Uninstal lagi apk gk guna ini..😄😄😄😄😄😄😄,1
"Tidak bisa login akun Bibit dengan alasan Hp dalam kondisi Root. Padahal sebelumnya bisa dan sampe sekarang tidak pernah melakukan root. Tolong bantuannya, jangan sampe duitku ilang!!",1
Apps yang sangat membantu bagi yang baru mulai dapet penghasilan sendiri dan mau invest nominal kecil dulu. CS nya sih yang keren karena sedia melayani pertanyaan bagi kamu yang kepo secara baik dan cepat.,5
"Reksadana yg sangat cocok apa lagi bagi pemula. Banyak fitur yang memudahkan para pemula dalam memulai bisnis ini. Pakai kode referal saya ""ragilgil"" Agar dapat diskon dan penawaran terbaik👍👍👍",5
"Bagus, saya nabung di sini, tapi bisa gak metode pembayaran nya yg bank mandiri jadiin ""Gratis biaya pembayaran"" aja? Biar makin rajin nabung",5
Sepertinya sedang gangguan Bibit di minggu² ini sehingga tidak dapat login Tapi selama menggunakan Bibit saya aman² aja dan pencairan nya pun hanya 2 hari semoga bisa lebih baik kedepannya,5
"Proses pencairan lama banget dan ribet.. Ga kayak di Pluang sangat simpel tidak ribet, proses pembelian dan penjualan sangat cepat sekali.",1
Bagus. cuma mungkin seandaikan yang saran untuk robot itu bisa di tweak (bisa pilih fokus jenis reksadana apa aja) dari pada fix dibagi 3 mungkin akan lebih bagus. karena sayalebih tertarik dg 2 jenis reksadana tapi untuk beli otomatis dg robot harus dg 3 yang disarankan. akhirnya manual pakai nabung rutin.,4
"Saya kasi bintang 1 dulu deh, keuntungan saya tidak bertambah padahal transaksi sudah berhasil sejak tanggal 19-11-2021. Dana pun tidak bisa ditarik kembali. Dan TIM support bibit tiba2 tidak bisa di akses... jadi Susah untuk minta penjelasan. Jadi bertanya2 Aplikasi ini maksudnya apa ya?...",1
"Ngetest 100k aja buat entry lama banget, nyoba pengambilan takeprofit ke rek aja lama nya minta ampun, mending cari yang prosessnya cepat, di situ aja udah bikin keraguan buat jangka panjangnya, mending cari broker yang jelas",1
Proses transaksinya nya sangat lama... Titip Salam dari app sebelah yg proses nya cuma 1 hari kerja. Salam app yg ikonnya sama mirip sinetron jin&jun,1
"bagus sekali aplikasnya, mantap deh pokoknya, apalagi buat pemula, lebih baik gunakan kode referal ""ipulipul"" saat kamu mau daftar ya supaya dapat ceshback 25ribu",5
"aplikasinya mudah dimengerti, menarik, simple, dan bisa pakai gopay. semoga bisa membawa keberuntungan.",5
"barusan saya coba beli..yang ada minimal 10ribu..terus saya beli dengan metode gopay..gopay sudah kepotong..tapi,,di histori transaksi bibit nggak ada transaksi..maksudnya gimana ya",1
"Butuh pengembangan dengan grafik, agar di ketahui loss/profit yg di dapat dlm satu hari. Dan diketahui panel mana yg memberikan profit/loss. Agar portofolio nya bisa dievaluasi",5
"Untuk aplikasi nya bagus untuk pemula. Hanya saja pencairannya lama, untuk aplikasi bibit tolong lebih di perhatikan pencairannya agar bisa di percepat lagi untuk kedepannya, supaya yg ada kebutuhan mendadak tidak menunggu waktu yg lama.",4
"cashback 25K, hanya bisa digunakan untuk membeli Reksadana rekomendasi Robo. minimal 200K jika kamu jual Reksadana nya, akan ada biaya transaksi yg nanti nya bakal masuk kembali ke saldo cashback, masuk ke rekening kamu kena lagi 2K. gw deposit/beli 1x tapi jadi 3 bagian (pasar uang, obligasi, saham) jual nya jadi 3 bagian sesuai portofolio dengan total fee yg terpotong sekitar 10K. masuk rekening bank di potong lagi 2K x 3 = 6K Jadi CB 25K itu cuma bolak-balik doang 😂😂",1
"Secara keseluruhan sudah bagus, kurang nya cuman loading agak lama di tampilan awal pas mau masuk aplikasi.",4
"Gua lebih suka bibit dibanding sebelah karena lu bisa dapat referral yang saling menguntungkan. Kuy masukin ""optimissukses"" Agar sama-sama dapat keuntungan 25k",5
"untuk saya sebagai pemula aplikasi ini OK. Team Supportnya terutama yg telaten dan sabar memberikan guidance kepada user. Sementara 3, setelah lanjut dan OK saya kasih Bintang 7",5
"Kenapa yang saya investasikan belum berhasil juga di verifikasi, aturan saya udah 5hari investasi nya, tapi kenapa belum di setujui verifikasi nya. Kalau sudah bagus saya fullkan bintang nya",3
"Mantp, dari dulu pengen banget investasi tapi bingung mau inves ke mana. Dengan adnya aplikasi bibit ini sngat membantu. Terimakasih , semoga tambah sukses bibit ❤❤❤❤❤❤❤❤❤",5
"Parah bgt berkali kali coba buka aplikasi hanya tampilan warna putih saja, gimana sih kak? Kok fitur nya jelek lama error",2
"saat penarikan lamaa sekali sudah seminggu dana saya tidak masuk ke rekening, masalah deposit aja cepet dan sekarang kalo ditanyain beginian ngelemparnya ke bank kustodian. Sekarang waktu appnya saya buka malah tidak bisa dan tertulis ERR_NAME_NOT_RESOLVED.bagaimana tanggapannya?",5
Aplikasi ini sangat membantu buat pemula bahkan yang belum mengerti apa itu investasi. Saya juga suka baca tips mengenai investasi di aplikasi ini. Semoga selalu amanah. Saya kasih bintang 5 nih.,5
"Ngga pernah buka aplikasi bibit terahir buka reksa dana 4 jt an, 1 bulan lebih baru tak buka kok brkurang ya tinggal 3jt,800, anehnya imbal hasil nya +40rb lebih harusnya 4jt 40rb kan ? Ngga beres ini mah",3
"Tampilan simple, cara berinvestasi sederhana, mudah, kalo bisa sediakan virtual account utk BCA dan perbanyak varian instrumentnya yang berkualitas pula...ini review saya pengguana 3 bulan...mudah2 bibit bisa membantu saya dlm menabung - tetap free ya, tq Bibit 😊👍",5
"Bibit bagus banget, memudahkan untuk transaksi nya dan bagus juga untuk yang masih awam yang belum mengerti mengenai investasi... pokok nya kerenn dehh",5
"Aplikasi sudah bagus hanya saja masih lemot yg harus diperbaiki spya nyaman untuk dibuka atau dipakai, smg bisa ditingkatkan lg spya bisa ber invest dgn nyaman",3
"Kalau seandainya ada dompet utamanya makin lebih mantap aplikasi ini, cuman sayangnya ketika jual langsung ke rekening, jadi proses investasinya lama. Coba dibuat dompet utamanya dong",5
Pindah dr platform lain kesini. UInya bibit keren dan cocok untuk siapupun. Ditunggu integrasi sama stockbit (klu yg punyanya sama),5
